City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
512,Samarai,PG,73.58,-10.62,150.67,Nuli Sapi
514,Maniitsoq,GL,54.77,65.42,-52.9,Hotel Heilmann Lyberth
515,Villarrica,PY,66.4,-25.75,-56.43,Mansión Reljuv Tours SA
516,Bichura,RU,52.12,50.59,107.6,Gostinitsa Uyut
517,Haines Junction,CA,47.26,60.75,-137.51,Parkside Inn
519,Danjiangkou,CN,76.5,32.54,111.51,Dongsheng Guesthouse
521,Kirkwall,GB,60.8,58.98,-2.96,Ayre Hotel
523,Nantucket,US,75.2,41.28,-70.1,Jared Coffin House
525,Jambi,ID,76.39,-1.6,103.62,Aston Jambi Hotel & Conference Center
526,Te Anau,NZ,42.82,-45.42,167.72,Kingsgate Hotel Te Anau
530,Ketchikan,US,57.2,55.34,-131.65,Snows Cove Lodge
533,Areosa,PT,73.4,41.72,-8.86,Hotel Flôr de Sal
534,Sarahan,IN,66.06,31.52,77.8,The Bushahr Heights
538,Sungaipenuh,ID,64.83,-2.08,101.38,Hotel Jaya Wisata 2
539,Kununurra,AU,71.6,-15.77,128.73,Hotel Kununurra
540,At-Bashi,KG,54.23,41.17,75.81,Hostel At-Bashy
541,Poyarkovo,RU,52.52,49.6,128.68,Gostinitsa
542,Cairns,AU,62.6,-16.92,145.77,Mantra Trilogy Cairns
543,Vardo,NO,51.8,70.37,31.11,Vardø Hotel AS
546,Saint-Joseph,RE,69.8,-21.37,55.62,"""Plantation Bed and Breakfast"
547,Menongue,AO,72.7,-14.66,17.69,Ritz Lauca
553,Turochak,RU,59.77,52.26,87.12,Guest House on Beregovaya st.
562,Goya,AR,76.8,-29.14,-59.26,Apart Costanera
563,Tezu,IN,74.93,27.92,96.17,Circuit House
564,Challans,FR,73.4,46.84,-1.87,Citotel Le Challans
568,Ambon,ID,75.99,-3.7,128.18,Swiss-Belhotel Ambon
573,Vkhodnoy,RU,55.4,54.95,73.17,Yevrozona
578,Strezhevoy,RU,62.6,60.73,77.59,Sibiryachka
580,Mackay,AU,62.6,-21.15,149.2,International Lodge Motel
585,Waingapu,ID,72.19,-9.66,120.26,Pondok Wisata Elim
586,Tabuk,PH,74.61,17.42,121.44,Grand Zion Garden Resort Hotel
589,Isiro,CD,71.42,2.77,27.62,Nova
590,Kleive,NO,71.6,62.8,7.64,Grøndal Hyttegrend AS
595,Imbituba,BR,66.2,-28.24,-48.67,Praia Hotel Imbituba
596,Pimentel,PE,69.8,-6.84,-79.93,Casona Del Muelle
599,Liebenburg,DE,73.0,52.02,10.43,Hotel Quellenhof GmbH & Co.KG
600,Slave Lake,CA,69.8,55.28,-114.77,Super 8 by Wyndham Slave Lake AB
601,Sampit,ID,74.26,-2.53,112.95,Aquarius Boutique Hotel Sampit
603,Palu,ID,73.99,-0.89,119.87,Hotel Santika Palu
604,Puerto Madryn,AR,45.43,-42.77,-65.04,Hotel Tolosa
606,Kautokeino,NO,56.17,69.01,23.04,Ailo Matki & Tourist -Kautokeino bilutleie
610,Luganville,VU,73.99,-15.53,167.17,The Espiritu Hotel
611,Inta,RU,53.2,66.03,60.17,Apartments in Inta city
613,Broken Hill,AU,59.0,-31.95,141.43,Daydream Motel & Cottages
614,Tupik,RU,41.68,54.43,119.93,Guest House Orkhideya
615,Tawang,IN,56.7,27.58,91.87,Hotel Mount View
616,Yeppoon,AU,55.4,-23.13,150.73,Villa Mar Colina
620,Honningsvag,NO,50.0,70.98,25.97,Nordkapp Vandrerhjem
621,Zhanaozen,KZ,74.37,43.3,52.8,K.korabay 28A
622,Bilibino,RU,39.31,68.05,166.44,Gostinitsa Severyanka
623,Yuanping,CN,62.56,38.72,112.76,Yuanping Xinghe Guesthouse
625,Arcata,US,60.01,40.87,-124.08,"Hampton Inn & Suites Arcata, CA"
626,Magistralnyy,RU,51.46,56.17,107.45,Магистраль
629,Mpongwe,ZM,69.94,-13.51,28.16,GCMF Office & Lodge
639,Petropavlovsk-Kamchatskiy,RU,51.8,53.05,158.65,"ООО ""Гостиничный комплекс ""Петропавловск"""
642,Alice Springs,AU,59.0,-23.7,133.88,Desert Palms Alice Springs
643,Fuling,CN,70.97,29.7,107.39,Yingbin Hostel
646,Bar Harbor,US,68.0,44.39,-68.2,Atlantic Oceanside Hotel & Event Center
652,Durban,ZA,60.8,-29.86,31.03,Hilton Durban
654,Port Pirie,AU,55.4,-33.18,138.02,John Pirie Motor Inn
655,Beidao,CN,60.15,34.57,105.89,Shell Tianshui Maiji District Erma Road Walking Street Hotel
657,Heilbron,ZA,41.99,-27.28,27.97,Body Licious
658,Simao,CN,64.56,22.79,100.97,Changyu Hotel
659,Bairnsdale,AU,44.01,-37.83,147.62,Town Central Motel
661,Pringsewu,ID,73.15,-5.36,104.97,Urban Style by Front One
662,Vestmanna,FO,53.6,62.16,-7.17,Budget Guesthouse Borgustova
663,Vredendal,ZA,50.45,-31.67,18.5,Tharrakamma Guest House
665,San Carlos De Bariloche,AR,39.2,-41.15,-71.31,Hotel Patagonia
666,Dengfeng,CN,75.0,34.46,113.03,Songshan Dihao Hotel
669,Vestmannaeyjar,IS,53.6,63.44,-20.27,Glamping & Camping
670,Dongning,CN,71.85,44.06,131.12,Huayu Hotel
676,Tinskoy,RU,58.75,56.15,96.92,Kalinin
678,Ancud,CL,44.6,-41.87,-73.82,Hotel Arena Gruesa
